Key|Summary|Created Date|Resolution Date|Status|Type|Lead Time|Cycle Time|Resolution Type|Project
GGMA-1655|Existing Member Payment Plan - Pay Monthly|2013-10-09|Closed|Story|71|0|Complete
GGMA-1660|Display List of Handsets - Pay Monthly|2013-10-09|Closed|Story|70|0|Complete
GGMA-1661|Order submit - Place handset order|2013-08-21|Closed|Story|21|0|Complete
GGMA-1662|Existing Member Personal Details Checkout - Pay Monthly|2013-10-09|Closed|Story|70|0|Complete
GGMA-1663|Existing Member Address and Moving to Payment Details - Pay Monthly|2013-10-23|Closed|Story|84|0|Complete
GGMA-1665|Existing Member Direct Debit Information - Pay Monthly|2013-10-09|Closed|Story|70|0|Complete
GGMA-1666|Existing Member Review Order - Pay Monthly|2013-10-09|Closed|Story|70|0|Complete
GGMA-1710|Handset Technical Tasks|2013-08-21|Closed|Story|20|0|Complete
GGMA-1715|Google+ icon on boilerplate|2013-08-07|Closed|Story|6|0|Complete
GGMA-1716|Update Display to https://giffgaff.com/orders/unlimited-web-b|2013-08-07|Closed|Story|6|0|Complete
GGBDM-42|MT SMS Load - Allow Duplicates Within a File|2015-08-13|Closed|Story|741|0|Complete
GGMA-1733|Order submit - Paying the order|2013-09-19|Closed|Story|48|0|Complete
GGMA-1738|Batch Processing for Handsets to DHL|2013-09-25|Closed|Story|54|0|Complete
GGMA-1746|New Member e2e - Pay Monthly|2013-10-23|Closed|Story|79|0|Complete
GGMA-1748|BI Team Can Track Orders for Campaign in DWH|2013-08-21|Closed|Story|16|0|Complete
GGMA-1750|Returns Home - Return Support Centre (Over 14 days)|2013-09-25|Closed|Story|50|0|Complete
GGMA-1751|Returns Home - Handset Order Details|2013-09-25|Closed|Story|50|0|Complete
